Nodes;Addjested Nodes
2984322029;{2982540172,2982540166,}
2984324941;{2982540441,2984324949,}
2984324949;{2984324941,2984324961,}
2984324961;{2984324949,2982540478,}
2984324972;{2857965814,5194446006,}
2984324991;{2982540484,2982540489,}
2984325009;{2982540513,}
2984325166;{494779269,1945967791,3707926632,}
2984391385;{2982540141,2984391387,}
2984391387;{2984391385,494779241,}
2984391394;{2984391395,2982540165,}
2984391395;{2984391396,2984391394,}
2984391396;{2984391397,2984391395,}
2984391397;{3977679560,2984391396,}
2984391398;{2982540209,3977678655,3977679560,}
2984391399;{2982540494,3650673164,}
2984391400;{3650673164,}
2984391401;{703447244,494779296,}
2984391412;{2017670217,}
2984391416;{494779296,702241651,}
2984391418;{3379404727,2017670239,}
2984804163;{2984804164,854523125,}
2984804164;{854523028,2984804163,}
2984804167;{854523152,854523028,}
2984804184;{2973548864,2984804197,}
2984804197;{2984804184,5259163801,}
2984804532;{2973548866,2984804557,}
2984804557;{2984804532,2984804562,}
2984804562;{2984804557,703477543,}
2984805136;{4730356110,2984805192,}
2984805192;{2984805136,706735556,}
2984913837;{3977678648,494779257,3977679582,}
2984913845;{3977679604,2984913846,}
2984913846;{2984913845,3977679617,}
2984913847;{2984913848,}
2984913848;{2984913849,2984913847,}
2984913849;{2984913851,2984913848,}
2984913850;{1966645681,2982540228,3977679617,}
2984913851;{2984913849,2982540310,2984913852,}
2984913852;{2984913851,2984913853,}
2984913853;{2982540442,1966645683,2984913852,}
2984913871;{494779271,506297858,}
2984913877;{3979430338,2984913887,}
2984913887;{2984913877,2984913893,}
2984913893;{2984913887,2984913904,}
2984913900;{2982540265,2982540475,}
2984913904;{4988595420,4988595419,2984913893,}
2987495747;{703385986,4701448592,}
2987495758;{2987495771,2464280986,}
2987495771;{4701613671,3296110127,704575127,2987495758,}
2987495791;{2500722956,2500722955,}
2992495880;{1214196264,4452828493,}
3010819382;{1857002478,1908818480,1857017273,}
3011058767;{5259163801,703477643,}
3020364740;{3020364741,3975735993,}
3020364741;{494779307,3020364740,}
3020364742;{3707896319,494779307,}
3020364743;{3020364744,5291459177,}
3020364744;{3020364746,3020364743,}
3020364745;{950917115,950917214,}
3020364746;{494779308,3020364744,}
3020364747;{950917214,3020364748,}
3020364748;{3020364747,950917587,}
3020364749;{1966645687,494779308,}
3020364750;{950917587,3020364753,}
3020364753;{3020364750,3020364761,}
3020364754;{3020364755,1966645695,}
3020364755;{3020364756,3020364754,}
3020364756;{3020364757,3020364755,}
3020364757;{3020364758,3020364756,}
3020364758;{3020364760,3020364757,}
3020364760;{3020364758,3020364762,}
3020364761;{3020364753,950916843,}
3020364762;{494779310,3020364760,}
3020364763;{950916843,3020364764,}
3020364764;{3020364763,3020364765,}
3020364765;{3020364764,3020364766,494779310,}
3020364766;{3020364767,3020364765,}
3020364767;{703222283,3020364766,}
3020364768;{703222274,703222283,}
3020364769;{3020364770,703222274,}
3020364770;{2017027213,3020364769,}
3060525155;{3979541675,3060525158,3979541657,}
3060525156;{3060525157,3979541675,}
3060525157;{3979541679,3060525156,}
3060525158;{3979541679,3979541685,3060525155,}
3093099573;{494779290,3400433584,3093099580,}
3093099574;{494779289,3093099579,3428438546,}
3093099579;{3093099574,494779288,3439438800,}
3093099580;{3093099586,3093099573,}
3093099585;{3428438547,3093099586,}
3093099586;{3093099585,3093099580,}
3093099599;{3447114514,702241643,1865765443,}
3157497156;{3157497158,3607895306,}
3157497157;{1730818079,3157497158,}
3157497158;{3157497157,3157497156,}
3218418727;{703754832,3399268069,3218418728,}
3218418728;{3218418729,3218418727,}
3218418729;{3218418730,3218418728,}
3218418730;{3218418731,3218418729,3844238217,}
3218418731;{2522914602,2522914598,3218418730,}
3232079982;{704623054,704623010,3232079983,}
3232079983;{3232079982,3232079985,}
3232079984;{2063034139,3232079986,}
3232079985;{3232079983,3232079990,}
3232079986;{2063034142,704575122,3232079984,}
3232079990;{3232079985,}
3233278434;{3233278443,2512798133,}
3233278443;{3233278434,3233278455,2512798132,}
3233278450;{3233278455,2512798135,}
3233278452;{3233307448,4144281176,3233278453,}
3233278453;{4140556874,3233278452,2464280869,}
3233278455;{3233278450,4144241650,3233278443,}
3233307445;{4144281175,2628686088,3233307446,}
3233307446;{4144284135,4140531236,3233307445,}
3233307448;{2525849782,3233278452,4144290990,4144284137,}
3233307450;{2525849782,}
3233321579;{4267846192,4267846191,}
3233321580;{2464280877,1360181278,}
3235215474;{2327224023,2063034143,}
3235215483;{2063034162,2327224026,}
3235215487;{2327224031,2063034162,}
3235215488;{2327224047,2327224040,}
3290148469;{712681693,3290148470,}
3290148470;{3290148469,418813751,}
3290148471;{418813751,3290148472,}
3290148472;{3290148471,703380189,}
3290148477;{3290148478,2886695396,}
3290148478;{3290148479,3290148477,}
3290148479;{2886695411,3290148478,}
3290148481;{3290148482,2886695411,}
3290148482;{3290148484,3290148481,}
3290148484;{2886695413,3290148482,}
3290148521;{4256592025,3290148525,}
3290148525;{3290148521,3290148528,}
3290148528;{3290148525,3290148530,}
3290148530;{3290148528,3290148535,}
3290148535;{3290148530,3290148539,}
3290148539;{3290148535,3290148543,}
3290148543;{3290148539,3290148546,}
3290148546;{3290148543,3290148547,}
3290148547;{3290148546,3290148552,}
3290148552;{3290148547,3290148555,}
3290148555;{3290148552,3290148557,}
3290148557;{3290148555,3290148560,}
3290148560;{3290148557,3290148564,}
3290148564;{3290148560,3290148568,}
3290148568;{3290148564,3290148570,}
3290148570;{3290148568,3290148571,}
3290148571;{3290148570,3290148574,}
3290148574;{3290148571,3290148575,}
3290148575;{3290148574,3290148581,}
3290148576;{4258383323,4258383322,}
3290148577;{3290148579,4258383323,}
3290148578;{4258383327,4256592139,}
3290148579;{3290148582,3290148577,}
3290148581;{3290148575,3290148583,}
3290148582;{4256592140,3290148579,}
3290148583;{3290148581,3290148584,}
3290148584;{3290148583,3290148588,}
3290148588;{3290148584,3290148590,}
3290148589;{3290148593,4256592142,}
3290148590;{3290148595,3290148588,}
3290148593;{3290148600,3290148589,}
3290148595;{3290148590,3290148599,}
3290148596;{4256592139,4256592148,}
3290148599;{3290148595,3290148601,}
3290148600;{3290148605,3290148593,}
3290148601;{3290148599,3290148604,}
3290148604;{3290148601,4256592150,}
3290148605;{3290148606,3290148600,}
3290148606;{3290148610,3290148605,}
3290148607;{4256592150,3290148609,}
3290148608;{4256592148,4258383442,}
3290148609;{3290148607,3290148611,}
3290148610;{3290148611,3290148606,}
3290148611;{3290148609,3290148610,}
3290148619;{4258383442,3290148620,}
3290148620;{3290148619,3290148621,}
3290148621;{3290148620,4256592159,}
3290148622;{4256592159,3290148623,}
3290148623;{3290148622,4258374511,}
3290148624;{4258374511,3290148627,}
3290148625;{703380185,4258594877,4256592161,}
3290148626;{3290148628,4256592161,}
3290148627;{3290148624,3290148628,}
3290148628;{3290148627,3290148626,}
3294557013;{712681730,712681650,}
3294557014;{712681650,712681680,}
3294557015;{712681680,712681815,}
3294577165;{703380188,703380133,}
3296100110;{703477290,703477606,}
3296100111;{703477361,703477465,3296100117,}
3296100112;{3296100116,703477361,3296100121,}
3296100115;{703477540,703477641,}
3296100116;{703477337,3296100112,3296100128,}
3296100117;{703477641,3296100121,3296100111,3296100132,}
3296100118;{3296100119,703477337,}
3296100119;{3296100118,}
3296100120;{3296100122,703477627,}
3296100121;{3296100117,3296100127,3296100112,}
3296100122;{3296100123,3296100120,3296100124,703477540,}
3296100123;{3296100126,3296100122,}
3296100124;{4516532747,3296100122,}
3296100125;{3296100135,}
3296100126;{703477528,3296100123,}
3296100127;{3296100121,3296100128,3296100144,}
3296100128;{3296100127,703477575,3296100116,}
3296100130;{706664006,706663544,}
3296100132;{3296100133,703477528,3296100117,}
3296100133;{3296100134,3296100132,}
3296100134;{3296100137,3296100133,}
3296100135;{3296100125,3296100137,}
3296100137;{703477394,3296100134,3296100135,3762497574,}
3296100138;{3296100142,}
3296100139;{3296100145,}
3296100141;{703477437,703477394,}
3296100142;{3296100138,3296100150,}
3296100143;{3296100147,5117499699,}
3296100144;{703477437,3296100146,3296100127,}
3296100145;{3296100139,3296100148,}
3296100146;{3296100148,3296100144,}
3296100147;{3296100143,3296100151,}
3296100148;{703477306,3296100146,3296100145,}
3296100149;{3296100150,703477306,}
3296100150;{3296100151,3296100149,3296100142,}
3296100151;{703477369,3296100150,3296100147,}
3296100152;{706664060,3296100153,}
3296100153;{3296100152,703477369,}
3296110115;{3425010359,702292695,}
3296110120;{2463750271,}
3296110127;{2987495771,1411556103,}
3296110129;{703385997,703385976,}
3297033491;{595742598,595742599,}
3302580270;{5259163790,3302580271,}
3302580271;{3302580270,3302580272,}
3302580272;{3302580271,3302580273,}
3302580273;{3302580272,3302580274,}
3302580274;{3302580273,5414353977,}
3302580275;{706717511,3302580276,}
3302580276;{3302580275,3302580277,}
3302580277;{3302580276,3302580278,}
3302580278;{3302580277,706717587,}
3302580279;{703477401,3302580280,}
3302580280;{3302580279,703477533,}
3302580281;{706717659,3302580282,}
3302580282;{3302580281,703477615,}
3302580283;{703477615,703477578,}
3302580284;{703477578,3302580285,}
3302580285;{3302580284,3302580286,}
3302580286;{3302580285,706730833,}
3302580287;{3302580288,706730833,}
3302580288;{706730880,3302580287,}
3302580289;{706730833,3302580290,}
3302580290;{3302580289,703477554,}
3302580291;{703477554,3302580292,}
3302580292;{3302580291,703477411,}
3302580293;{3302580294,706730824,}
3302580294;{706730858,3302580293,}
3302580295;{706730858,706730817,}
3302580296;{703477411,706730875,}
3302580297;{706730875,3302580298,}
3302580298;{3302580297,3302580299,}
3302580299;{3302580298,703477453,}
3302580300;{703477453,3302580301,}
3302580301;{3302580300,703477330,}
3302580302;{703477330,3302580303,}
3302580303;{3302580302,3302580304,}
3302580304;{3302580303,703477399,}
3302584379;{3302584382,706730815,}
3302584380;{3302584383,3302584381,}
3302584381;{3302584380,3302584384,}
3302584382;{3302584386,3302584379,}
3302584383;{3302584385,3302584380,}
3302584384;{3302584381,706730840,}
3302584385;{706730799,3302584383,}
3302584386;{3302584389,3302584382,}
3302584387;{706730893,3302584388,}
3302584388;{3302584387,706730791,}
3302584389;{3302584392,3302584386,}
3302584390;{706730791,3302584393,}
3302584391;{706730871,706730893,}
3302584392;{706730864,3302584389,}
3302584393;{3302584390,706730828,}
3302584394;{3302584399,706730871,}
3302584395;{706730867,706730864,}
3302584396;{3302584397,706730808,}
3302584397;{706730840,3302584396,}
3302584398;{706730828,706730884,}
3302584399;{706730813,3302584394,}
3302584400;{3302584401,706730813,}
3302584401;{3302584402,3302584400,}
3302584402;{706730768,3302584401,}
3302584403;{706730881,706730768,}
3303822995;{706730787,3303822996,}
3303822996;{3303822995,3303822997,}
3303822997;{3303822996,3303822998,}
3303822998;{3303822997,706730825,}
3303822999;{706730807,706730860,}
3303823000;{706730860,706730901,}
3303823001;{706730901,706730796,}
3303823002;{706730796,706730911,}
3303823003;{706730805,3303823004,}
3303823004;{3303823003,706730855,}
3303823005;{706730855,3303823006,}
3303823006;{3303823005,706730899,}
3304324609;{3304324619,706663896,}
3304324619;{706663678,3304324609,}
3304324730;{706663244,706663584,}
3304324900;{706663752,706663603,}
3304325123;{3304325125,3304325124,}
3304325124;{3304325123,706663667,}
3304325125;{3304325128,3304325123,}
3304325126;{3304325127,3304325129,}
3304325127;{706663476,3304325126,}
3304325128;{706663476,3304325125,}
3304325129;{706663487,3304325126,}
3304325130;{706663487,706663790,}
3326734707;{3471698349,3519100394,}
3326734708;{3471679134,3326734731,}
3326734709;{74659545,4182642697,}
3326734720;{3475257751,3454385328,3471678630,}
3326734723;{4182642697,965928453,}
3326734724;{3471678628,3471678627,}
3326734731;{3326734708,3471698174,}
3326734733;{4182639189,3643258610,}
3328255442;{3328255443,3328255445,}
3328255443;{3328255446,3328255442,}
3328255444;{3328255445,}
3328255445;{3328255442,3328255447,3328255444,}
3328255446;{3328255443,5069361544,5069361543,}
3328255447;{4873471975,4873471982,3328255445,}
3328343615;{3328343624,3328343626,3328343627,}
3328343616;{3328343618,3328343626,}
3328343617;{5295525321,}
3328343618;{3328343621,3328343616,}
3328343619;{3534999845,3328343628,}
3328343620;{3328343625,3534999839,}
3328343621;{3328343628,3328343618,}
3328343622;{3534999810,3328343625,}
3328343623;{5295525321,3534999810,}
3328343624;{3328343615,3328343627,3428438543,}
3328343625;{3328343622,3328343620,}
3328343626;{3328343616,3328343615,}
3328343627;{3328343615,3328343624,3428438542,}
3328343628;{3328343619,3328343621,}
3339413945;{3339413946,}
3339413946;{3339413945,3339413951,}
3339413947;{3339413950,3339413949,}
3339413948;{3339413952,3339413950,}
3339413949;{3339413947,3339413953,}
3339413950;{3339413948,3339413947,}
3339413951;{3339413946,3339413956,}
3339413952;{3339413954,3339413948,}
3339413953;{3339413949,3339413955,}
3339413954;{3339413957,3339413952,}
3339413955;{3339413953,3339413958,}
3339413956;{3339413951,3339413957,}
3339413957;{3339413956,3339413954,}
3339413958;{3339413955,3339413959,}
3339413959;{3339413958,3339413960,}
3339413960;{3339413959,3339413961,}
3339413961;{3339413960,3339413962,}
3339413962;{3339413961,3339413963,}
3339413963;{3339413962,3339413964,}
3339413964;{3339413963,3339413965,}
3339413965;{3339413964,3339413966,}
3339413966;{3339413965,3339413967,}
3339413967;{3339413966,3339413968,}
3339413968;{3339413967,3339413969,}
3339413969;{3339413968,3339413970,}
3339413970;{3339413969,3339413971,}
3339413971;{3339413970,3339413972,}
3339413972;{3339413971,3339413973,}
3339413973;{3339413972,3339413974,}
3339413974;{3339413973,3339413975,}
3339413975;{3339413974,3339413976,}
3339413976;{3339413975,3339413977,}
3339413977;{3339413976,3339413978,}
3339413978;{706664049,854523004,3339413977,}
3339413979;{706663549,706663821,}
3339413980;{3339413981,}
3339413981;{3339413980,3339413982,}
3339413982;{3339413981,3339413983,}
3339413983;{3339413982,3339413984,}
3339413984;{3339413983,3339413989,}
3339413989;{3339413984,3339413990,}
3339413990;{3339413989,3339413991,}
3339413991;{3339413990,3339413992,}
3339413992;{3339413991,854523152,}
3357630722;{3357630723,919414939,}
3357630723;{3357630730,3357630722,}
3357630724;{3357630730,3357630738,3357630732,}
3357630725;{3357630726,3357630738,}
3357630726;{3357630727,3357630725,}
3357630727;{3357630728,3357630726,}
3357630728;{3357630729,3357630727,}
3357630729;{3357630730,3357630728,}
3357630730;{3357630724,3357630723,3357630729,}
3357630731;{3357630732,}
3357630732;{3357630724,3357630733,3357630731,}
3357630733;{3357630737,3357630732,}
3357630734;{3357630735,3357630737,}
3357630735;{3357630736,3357630734,}
3357630736;{3357630735,}
3357630737;{3357630734,3357630733,3357630738,}
3357630738;{3357630725,3357630724,3357630737,}
3371622589;{3971077120,}
3371655715;{3676205440,3975600955,}
3371673130;{3409912462,3371673131,}
3371673131;{3371673130,702270388,}
3371673139;{919415117,4315473205,3397759360,}
3372800234;{309991268,64675546,}
3372800242;{3932478171,667930547,3372800246,}
3372800246;{3372800250,3372800242,}
3372800250;{3372800266,3372800246,}
3372800255;{243340883,243340882,}
3372800257;{667930543,3372800259,}
3372800258;{3932478198,667930547,}
3372800259;{3372800257,3372800261,}
3372800261;{3372800259,3372800264,}
3372800262;{3372800271,3932478204,}
3372800264;{3372800261,3372800270,}
3372800266;{3932478234,3372800250,}
3372800267;{3372800269,3932478234,}
3372800269;{3372800271,3372800267,}
3372800270;{3372800264,3372800273,}
3372800271;{3372800274,3372800269,3372800262,}
3372800273;{3372800270,3932478252,}
3372800274;{3932478252,3372800271,}
3372800408;{712697648,1875565012,}
3372800410;{1875565012,712697665,}
3372912851;{3372912858,2885088943,4357191388,}
3372912856;{3372912857,}
3372912857;{3372912861,3372912856,3372912858,}
3372912858;{3372912857,3372912851,}
3372912861;{3372912857,}
3379401666;{3379401670,3464744814,3471678628,}
3379401667;{3379401668,3464744815,}
3379401668;{3379401669,3379401667,}
3379401669;{3379401671,3379401668,}
3379401670;{3379401666,3379401682,}
3379401671;{3379401672,3379401669,}
3379401672;{3379401673,3379401671,}
3379401673;{3379401674,3379401672,}
3379401674;{3379401675,3379401673,}
3379401675;{3379401676,3379401674,}
3379401676;{3379401677,3379401675,}
3379401677;{3379401678,3379401676,}
3379401678;{3379401679,3379401677,}
3379401679;{3379401680,3379401678,}
3379401680;{3379401681,3379401679,}
3379401681;{3379401683,3379401680,}
3379401682;{3379401670,3379401683,}
3379401683;{3379401682,3379401681,}
3379404703;{703477395,703477407,}
3379404706;{703477623,703477395,}
3379404722;{703477308,703477623,}
3379404727;{2984391418,702241651,}
3379404728;{703477609,703477529,}
3382757865;{3538794483,494779218,3382757866,}
3382757866;{3382757867,3382757865,}
3382757867;{3382757868,3382757866,}
3382757868;{3382757867,}
3386041602;{3386111748,3386041603,}
3386041603;{3386041602,3386041604,}
3386041604;{3386041603,3386041605,}
3386041605;{3386041606,3386041604,}
3386041606;{1857002655,3386041605,1857002641,}
3386056899;{4312764053,3397775518,4162510979,}
3386056900;{4167935852,4312764053,}
3386111748;{3386111749,3386041602,}
3386111749;{3386111750,3386111748,}
3386111750;{1857002655,3386111749,1857002672,}
3386151326;{3386151327,4308449593,4829314412,}
3386151327;{4312825688,3386151328,3386151326,}
3386151328;{919415093,2476676031,3386151327,919415092,}
3386151329;{4312825688,}
3386547131;{1857002626,4069483744,3386547134,}
3386547134;{3386547131,}
3387182341;{4440698233,1882949159,703969938,}
3387182342;{4440226364,}
3387902412;{3387902413,309991277,3803449351,}
3387902413;{3387902412,2477338795,}
3387902414;{3803449351,704766446,3839011517,3905207539,}
3387912151;{3588534024,3588532645,919345685,}
3387912152;{3905207538,3588532645,}
3387912153;{4307225766,4305622844,4307220548,3905207538,}
3388754273;{2473581511,919415092,}
3389158267;{702151924,702151915,3389158273,}
3389158268;{3389158269,3389158273,3389158272,}
3389158269;{3389158270,3389158268,}
3389158270;{3389158271,3389158269,}
3389158271;{3389158270,}
3389158272;{3389158268,}
3389158273;{3389158268,3389158267,}
3396323465;{4318351817,3397759360,}
3396323469;{4829314412,2473581511,309991294,}
3397011827;{702270382,702270380,}
3397081010;{702292702,1936618793,3397081012,}
3397081011;{702292702,3844272557,3397081012,}
3397081012;{3397081011,3397081010,3397086956,}
3397086955;{1936618782,4069487743,3397086957,}
3397086956;{3397081012,3397086960,}
3397086957;{3397086958,3397086960,3397086955,}
3397086958;{3397086957,}
3397086960;{3397086956,3397086957,}
3397109704;{3539775032,3539775051,3539775018,}
3397109705;{3539775072,3539775074,}
3397109706;{3569700923,3569700928,3547823525,}
3397109707;{3536761534,3635087977,3521959640,}
3397759360;{3396323465,3371673139,4829314412,}
3397762561;{703970111,1867298160,3735008072,}
3397762562;{3397762563,3735008072,}
3397762563;{703981021,703970111,3397762562,}
3397766913;{4357225389,4357191376,1952456437,4357191388,}
3397775516;{702256690,4162510962,4162510978,}
3397775518;{3386056899,4175368799,4162513895,}
3398621084;{5291609507,1214196340,3398621087,}
3398621087;{3398621084,}
3398626145;{3398673797,3409200941,5291609499,}
3398626146;{703754829,703754832,3398673797,}
3398673046;{1936670772,3398673051,1936670773,}
3398673051;{3398673071,3398673046,}
3398673068;{3398673071,5291609499,1936670773,}
3398673071;{3398673068,3398673051,3398673082,}
3398673082;{3398673083,3398673071,}
3398673083;{3398673797,3398673082,}
3398673797;{3398626145,3398626146,3398673083,}
3399268069;{3218418727,1954514493,3399268071,}
3399268070;{3399268071,}
3399268071;{3399268069,3399268070,3399277303,}
3399277301;{3399277303,}
3399277303;{3399277301,3399268071,}
3400249917;{3400249959,1966510293,3400249921,}
3400249921;{3400249924,3400249917,}
3400249924;{3400249928,3400249921,}
3400249928;{3400249924,}
3400249946;{3400249957,}
3400249957;{3400249959,3400249946,}
3400249959;{703754829,3400249917,3400249957,}
3400369532;{702292657,5291609511,}
3400369533;{3428961349,702292657,}
3400369535;{3400369537,3428471660,}
3400369536;{5291609492,3400369538,}
3400369537;{3400369538,3400369535,}
3400369538;{3400369536,3430623913,3400369537,}
3400433581;{3400433582,919414986,919414985,}
3400433582;{3400433581,3400433583,}
3400433583;{3400433582,3400433584,}
3400433584;{3093099573,494779289,3400433583,}
3402680613;{703777334,703754817,}
3405675665;{702270391,702270385,}
3405984873;{3405984876,702270388,}
3405984876;{3405984879,3405984873,}
3405984879;{3405984876,3405984881,}
3405984881;{3405984879,702270391,}
3409200941;{3398626145,3409200942,3409200944,}
3409200942;{3409200941,3409200943,}
3409200943;{3409200942,3409200945,}
3409200944;{3409200945,3409200941,919414985,}
3409200945;{3409200943,3409200944,}
3409225854;{5413433721,5277356128,3409265707,}
3409225855;{3409265758,5277356128,3421903216,}
3409225856;{3409225877,3409225857,3409265758,}
3409225857;{3409225862,3409225858,3409225856,}
3409225858;{3409225879,3409265792,3409225857,}
3409225859;{3409225880,3409225860,3409265792,}
3409225860;{3409225874,3409225861,3409225859,}
3409225861;{702292661,5291609510,3409225860,}
3409225862;{3409225857,3409225878,}
3409225874;{3409225860,3409225885,}
3409225876;{3421903216,3421903224,3423512609,}
3409225877;{3409225856,3409225881,3423512609,3409225878,}
3409225878;{3409225862,3409225882,3409225877,3409225879,}
3409225879;{3409225858,3409225883,3409225878,3409225880,}
3409225880;{3409225859,3423135174,3409225879,3409225885,}
3409225881;{3409225877,2971189992,3409225882,}
3409225882;{3409225878,3409225881,3409225883,}
3409225883;{3409225879,3409225882,3409225884,}
3409225884;{3423135174,3409225883,3409225885,}
3409225885;{3409225874,3409225884,3409225880,702292657,}
3409265705;{5277355914,5277355915,}
3409265707;{494779283,3409225854,5277356149,}
3409265721;{5277355915,5277356149,}
3409265724;{5277356126,}
3409265725;{5277355918,5277355914,}
3409265758;{3409225856,3409225855,5277355918,}
3409265759;{1936670763,1936670764,5000702827,5000702826,}
3409265765;{3409265792,}
3409265767;{5277356126,3409265768,5000702827,}
3409265768;{3409265767,}
3409265792;{3409225859,3409225858,3409265765,}
3409912462;{702270376,3371673130,}
3409978847;{3409978850,}
3409978848;{3409978852,}
3409978850;{3409978847,3409978851,3607895317,}
3409978851;{3409978850,3607895319,3607895318,}
3409978852;{3409978848,3409978853,3607526540,}
3409978853;{3409978852,3409978854,}
3409978854;{3409978853,3409978855,}
3409978855;{3409978854,3607454835,3607526545,705314182,}
3411031954;{1214196279,1966510296,}
3416135473;{1857002641,1857002565,}
3421817046;{3421817049,}
3421817049;{3421817046,3421817052,3421817050,}
3421817050;{3421817049,3421817051,}
3421817051;{3421860750,3421817053,3421817050,}
3421817052;{3421817049,3421817053,}
3421817053;{3421817051,494779255,3421817052,}
3421860750;{3421817051,3421860757,702270379,}
3421860752;{3421860757,4884849269,}
3421860756;{614475822,702270386,}
3421860757;{3421860752,3421860750,702270378,}
3421903206;{3425010356,5413433742,3422947222,}
3421903208;{5413433742,}
3421903209;{1956548795,5413433741,3425010356,}
3421903213;{3421903215,5413433741,}
3421903215;{3421903216,3421903213,3421903221,}
3421903216;{3409225876,3409225855,3421903215,}
3421903221;{3421903222,3421903215,}
3421903222;{3421903223,3421903221,}
3421903223;{3421903224,3421903222,}
3421903224;{3421903223,703777273,3409225876,}
3422934064;{5413433721,3422934084,5413433745,3425010350,}
3422934074;{5413433745,}
3422934084;{3422934064,3422947222,5413433744,}
3422947196;{5413433744,}
3422947222;{3421903206,3422934084,5413433743,}
3422947230;{5413433743,}
3423135174;{3409225880,3409225884,3423135192,}
3423135192;{3423135174,}
3423512609;{3423512619,3409225876,3409225877,}
3423512612;{702292695,3423512620,}
3423512617;{3423512618,3423512619,}
3423512618;{3423512626,3423512617,}
3423512619;{3423512617,3423512609,}
3423512620;{702292698,3423512612,3423512622,}
3423512622;{3423512620,}
3423512626;{3423512628,3423512618,}
3423512628;{2971189988,3423512626,}
3424803215;{3424803218,}
3424803216;{3424803217,}
3424803217;{3424803216,3424803219,}
3424803218;{3424803215,3424803219,}
3424803219;{3424803217,3424803218,3424803220,}
3424803220;{3424803219,3424803221,}
3424803221;{3424803220,5413433725,}
3424803222;{3424803223,}
3424803223;{3424803222,3424803224,}
3424803224;{3424803223,3424803225,}
3424803225;{3424803224,3424803226,3844262495,}
3424803226;{5413433725,3424803225,3425010350,}
3425009619;{3425009620,3844263619,3844263618,}
3425009620;{3425009619,3425009621,}
3425009621;{3425009620,3844267300,}
3425010350;{3422934064,3424803226,3844261567,}
3425010351;{3844267300,3844267264,}
3425010353;{3844267264,3425010354,}
3425010354;{3425010358,3425010356,3844255397,3425010353,}
3425010355;{3425010357,3844267298,}
3425010356;{3421903206,3421903209,3425010354,}
3425010357;{3844267265,3844267264,3425010358,3425010355,}
3425010358;{3425010354,3425010359,3425010357,}
3425010359;{3296110115,2971189981,3425010358,}
3426778756;{1882002364,1212292780,}
3426778758;{919415093,3545310606,}
3426778759;{1954691992,919415097,}
3426778760;{4310784618,919415097,}
3426778761;{919415111,3430127144,}
3426778762;{919415097,919415104,}
3426778764;{3426778770,}
3426778767;{3538794800,494779254,3538873517,}
3426778768;{2293619078,702270378,}
3426778770;{3426778764,3538873517,}
3426778771;{1941175451,614475823,}
3426778773;{1214196258,1214196346,}
3426778777;{2010362885,506297880,}
3426785801;{1214196256,1214196306,}
3427106461;{2971189999,2971189997,3427106464,}
3427106462;{3427106463,3427106468,}
3427106463;{1985950769,3427106462,1985950768,}
3427106464;{3427106468,3427106461,}
3427106465;{3427106476,3427106472,}
3427106466;{2971190002,3427106474,3427106469,}
3427106467;{3427106469,3427106471,}
3427106468;{3427106462,3427106464,3427106470,}
3427106469;{3427106466,3427106467,}
3427106470;{3427106475,3427106468,}
3427106471;{3427106467,3427106473,}
3427106472;{3427106465,3427106478,}
3427106473;{3427106471,3427106476,}
3427106474;{3427106475,3427106466,}
3427106475;{3427106477,3427106470,3427106474,}
3427106476;{3427106473,3427106465,}
3427106477;{702292709,702292662,3427106475,}
3427106478;{3427106482,3427106472,3427106480,}
3427106479;{3427106482,3427106481,}
3427106480;{1579345901,702292694,3427106478,}
3427106481;{1945878905,702292704,3427106479,}
3427106482;{3427106478,3427106479,}
3428420864;{391426110,391425636,}
3428420865;{391425636,391425635,}
3428420866;{4125334723,391425636,}
3428438540;{494779282,703754839,}
3428438541;{702256718,3428438542,}
3428438542;{3428438541,3328343627,}
3428438543;{3428438544,3328343624,}
3428438544;{494779225,3428438543,}
3428438546;{3093099574,3428438547,}
3428438547;{3428438546,3093099585,}
3428471659;{3428471660,5291609511,5291609492,5291609514,}
3428471660;{3428471659,3400369535,3428958779,}
3428537446;{703634689,}
3428537447;{3676345994,703634689,}
3428958779;{3428471660,3428958780,3428961349,}
3428958780;{3428958779,3428961357,}
3428958781;{494779290,3428958782,3430623913,}
3428958782;{3428958781,3428958785,}
3428958783;{3428958789,}
3428958784;{3428961357,3428961356,3434939470,}
3428958785;{3428958782,3428958787,}
3428958786;{3428958791,}
3428958787;{3428958785,3428958788,}
3428958788;{3428958787,3428958790,}
3428958789;{3428958791,3428961361,3428958783,}
3428958790;{3428958788,3428958792,}
3428958791;{3428958792,3428958789,3428958786,}
3428958792;{3428958791,3428958790,3434939474,}
3428961349;{3400369533,3428961350,3428958779,}
3428961350;{3428961349,3428961351,}
3428961351;{3428961350,3428961352,}
3428961352;{3428961351,3428961353,}
3428961353;{3428961352,}
3428961354;{3428961356,3428961358,}
3428961355;{3428961358,3428961357,}
3428961356;{3428958784,702292704,3428961354,}
3428961357;{3428958784,3428958780,3428961355,}
3428961358;{3428961354,3428961355,}
3428961359;{3428961360,}
3428961360;{3428961359,3428961361,}
3428961361;{3428958789,3434939470,3428961360,}
3430123557;{4308449606,5409869626,4353646206,}
3430127141;{702256674,919415471,3430127142,4507741113,}
3430127142;{4312528335,3430127141,}
3430127143;{4308463158,4308463155,4311323907,4355943256,}
3430127144;{3426778761,4311323907,3545310606,}
3430623913;{3400369538,3428958781,3430623914,}
